,clusters-labels,full-names,gender,global-frequency,distribution_rank,concentration_rank
Hautevale ,[0],"['Hautevale Street,']",male,1,1,1
Havelock ,[2],"['Havelock Street,']",male,1,1,1
Haverford ,[1],"['Haverford Street,']",male,1,1,1
Haverhill ,[3],"['Haverhill Street,']",male,1,1,1
Hawkins ,[3],"['Hawkins Street,']",male,1,1,1
Hawthorne Terrace,[0],"['Hawthorne Terrace,']",male,1,1,1
Hayden ,[1],"['Hayden Street,']",male,1,1,1
Haydn ,[0],"['Haydn Street,']",male,1,1,1
Hayes ,[0],"['Hayes Road,']",male,1,1,1
Haynes ,[3],"['Haynes Street,']",male,1,1,1
Hayward ,[3],"['Hayward Place,']",male,1,1,1
Hazelwood ,[1],"['Hazelwood Street,']",male,1,1,1
Hazleton ,[0],"['Hazleton Street,']",male,1,1,1
Head ,[3],"['Head Place,']",male,1,1,1
Heathcote ,[0],"['Heathcote Street,']",male,1,1,1
Hebron ,[0],"['Hebron Street,']",male,1,1,1
Henchman ,[3],"['Henchman Street,']",male,1,1,1
Hendry ,[2],"['Hendry Street,']",male,1,1,1
Henry ,[3],"['Henry Street,']",male,1,1,1
Henry Sterling ,[3],"['Henry Sterling Square,']",male,1,1,1
Herald ,[1],"['Herald Street,']",male,1,1,1
Herbert ,[2],"['Herbert Street,']",male,1,1,1
Herbert P. Shaughnessy ,[1],"['Herbert P. Shaughnessy Square,']",male,1,1,1
Herbertson ,[1],"['Herbertson Road,']",male,1,1,1
Hereford ,[1],"['Hereford Street,']",male,1,1,1
Herman ,[1],"['Herman Street,']",male,1,1,1
Heron ,[0],"['Heron Street,']",male,1,1,1
Herrick ,[4],"['Herrick Street,']",male,1,1,1
Hesston Terrace,[2],"['Hesston Terrace,']",male,1,1,1
Hewins ,[1],"['Hewins Street,']",male,1,1,1
Hewlett ,[0],"['Hewlett Street,']",male,1,1,1
Hiawatha ,[0],"['Hiawatha Road,']",male,1,1,1
Hichborn ,[4],"['Hichborn Street,']",male,1,1,1
Hickory ,[3],"['Hickory Avenue,']",male,1,1,1
Higgins ,[4],"['Higgins Street,']",male,1,1,1
High Rock Way,[4],['High Rock Way'],male,1,1,1
High View ,[0],"['High View Avenue,']",male,1,1,1
Highcrest ,[0],"['Highcrest Road,']",male,1,1,1
Highcrest Terrace,[0],"['Highcrest Terrace,']",male,1,1,1
Highland Terrace,[1],"['Highland Terrace,']",male,1,1,1
Hill ,[3],"['Hill Street,']",male,1,1,1
Hill Top ,[2],"['Hill Top Street,']",male,1,1,1
Hillcrest ,[0],"['Hillcrest Street,']",male,1,1,1
Hillis ,[0],"['Hillis Road,']",male,1,1,1
Hillock ,[0],"['Hillock Street,']",male,1,1,1
Hillsdale ,[2],"['Hillsdale Street,']",male,1,1,1
Hillview ,[0],"['Hillview Avenue,']",male,1,1,1
Hilton ,[0],"['Hilton Street,']",male,1,1,1
Hilton Terrace,[1],"['Hilton Terrace,']",male,1,1,1
Hinckley ,[2],"['Hinckley Street,']",male,1,1,1
Hobart ,[4],"['Hobart Street,']",male,1,1,1
Hoffman ,[1],"['Hoffman Street,']",male,1,1,1
Holden ,[2],"['Holden Street,']",male,1,1,1
Holden Court,[3],"['Holden Court,']",male,1,1,1
Holden Row,[3],['Holden Row'],male,1,1,1
Hollingsworth ,[0],"['Hollingsworth Street,']",male,1,1,1
Hollis ,[4],"['Hollis Place,']",male,1,1,1
Hollywood ,[0],"['Hollywood Road,']",male,1,1,1
Holman ,[4],"['Holman Street,']",male,1,1,1
Holmfield ,[0],"['Holmfield Avenue,']",male,1,1,1
Holston ,[3],"['Holston Street,']",male,1,1,1
Holyoke ,[3],"['Holyoke Street,']",male,1,1,1
Homer ,[3],"['Homer Street,']",male,1,1,1
Homes ,[2],"['Homes Avenue,']",male,1,1,1
Homestead ,[1],"['Homestead Street,']",male,1,1,1
Homewood ,[0],"['Homewood Road,']",male,1,1,1
Hooker ,[4],"['Hooker Street,']",male,1,1,1
Hooper ,[2],"['Hooper Street,']",male,1,1,1
Hopewell ,[0],"['Hopewell Road,']",male,1,1,1
Horace ,[3],"['Horace Street,']",male,1,1,1
Horan Way,[1],['Horan Way'],male,1,1,1
Horton ,[0],"['Horton Street,']",male,1,1,1
Hosmer ,[0],"['Hosmer Street,']",male,1,1,1
Houghton ,[2],"['Houghton Street,']",male,1,1,1
Houston ,[0],"['Houston Street,']",male,1,1,1
Howe ,[2],"['Howe Street,']",male,1,1,1
Howe Terrace,[2],"['Howe Terrace,']",male,1,1,1
Howell ,[2],"['Howell Street,']",male,1,1,1
Howes ,[2],"['Howes Street,']",male,1,1,1
Howitt ,[0],"['Howitt Road,']",male,1,1,1
Howland ,[1],"['Howland Street,']",male,1,1,1
Hoyt ,[2],"['Hoyt Street,']",male,1,1,1
Hubbard ,[1],"['Hubbard Street,']",male,1,1,1
Hubbardston ,[2],"['Hubbardston Road,']",male,1,1,1
Hudson ,[3],"['Hudson Street,']",male,1,1,1
Hulbert ,[1],"['Hulbert Street,']",male,1,1,1
Hull ,[3],"['Hull Street,']",male,1,1,1
Hull  Court,[3],"['Hull Street Court,']",male,1,1,1
Humboldt Court,[1],"['Humboldt Court,']",male,1,1,1
Hummingbird Lane,[2],"['Hummingbird Lane,']",male,1,1,1
Huntoon ,[2],"['Huntoon Street,']",male,1,1,1
Hurd's Lane,[3],"[""Hurd's Lane,""]",male,1,1,1
Huron Circle,[2],"['Huron Circle,']",male,1,1,1
Huron Path,[2],['Huron Path'],male,1,1,1
Hutchinson ,[2],"['Hutchinson Street,']",male,1,1,1
Inman ,[3],"['Inman Street,']",male,1,1,1
Inwood ,[2],"['Inwood Street,']",male,1,1,1
Iron ,[3],"['Iron Street,']",male,1,1,1
Irving ,[3],"['Irving Street,']",male,1,1,1
Irving W. Adams Park,[0],['Irving W. Adams Park'],male,1,1,1
Islington ,[4],"['Islington Street,']",male,1,1,1
Ivanhoe ,[1],"['Ivanhoe Street,']",male,1,1,1
Ivory ,[0],"['Ivory Street,']",male,1,1,1
Jacob ,[2],"['Jacob Street,']",male,1,1,1
Jaeger Terrace,[1],"['Jaeger Terrace,']",male,1,1,1
James ,[0],"['James Street,']",male,1,1,1
James O'Neill,[3],"[""James O'Neill""]",male,1,1,1
Jamestown Terrace,[0],"['Jamestown Terrace,']",male,1,1,1
Jarvis ,[1],"['Jarvis Place,']",male,1,1,1
Jason Terrace,[3],"['Jason Terrace,']",male,1,1,1
Jay ,[3],"['Jay Street,']",male,1,1,1
Jeffries ,[3],"['Jeffries Street,']",male,1,1,1
Jenkins ,[3],"['Jenkins Street,']",male,1,1,1
Jerome ,[2],"['Jerome Street,']",male,1,1,1
Jeshurun ,[0],"['Jeshurun Street,']",male,1,1,1
Jess ,[1],"['Jess Street,']",male,1,1,1
Jewett ,[0],"['Jewett Street,']",male,1,1,1
Jimmy Fund Way,[1],['Jimmy Fund Way'],male,1,1,1
John A. Andrew ,[1],"['John A. Andrew Street,']",male,1,1,1
John Alden ,[0],"['John Alden Road,']",male,1,1,1
John Eliot ,[1],"['John Eliot Square,']",male,1,1,1
John F. Gilmore Bridge,[3],"['John F. Gilmore Bridge,']",male,1,1,1
John F. Lindsay ,[3],"['John F. Lindsay Square,']",male,1,1,1
John T. Marr Bridge,[2],"['John T. Marr Bridge,']",male,1,1,1
Johnny Court,[3],"['Johnny Court,']",male,1,1,1
Johnray ,[0],"['Johnray Road,']",male,1,1,1
Johnson Terrace,[2],"['Johnson Terrace,']",male,1,1,1
Johnston ,[2],"['Johnston Road,']",male,1,1,1
Johnswood ,[0],"['Johnswood Road,']",male,1,1,1
Joiner ,[3],"['Joiner Street,']",male,1,1,1
Jones ,[2],"['Jones Avenue,']",male,1,1,1
Jones  Footway,[2],"['Jones Avenue Footway,']",male,1,1,1
Joseph ,[2],"['Joseph Street,']",male,1,1,1
Joseph Agri ,[3],"['Joseph Agri Street,']",male,1,1,1
Joseph Court,[1],"['Joseph Court,']",male,1,1,1
Joseph F. Sullivan ,[4],"['Joseph F. Sullivan Square,']",male,1,1,1
Joseph Warren ,[1],"['Joseph Warren Square,']",male,1,1,1
Judge ,[1],"['Judge Street,']",male,1,1,1
Judson ,[2],"['Judson Street,']",male,1,1,1
Julian ,[2],"['Julian Street,']",male,1,1,1
Justin ,[4],"['Justin Road,']",male,1,1,1
Justinian Way,[4],"['Justinian Way,']",male,1,1,1
Kane ,[2],"['Kane Street,']",male,1,1,1
Kavanaugh Way,[1],"['Kavanaugh Way,']",male,1,1,1
Keane ,[0],"['Keane Road,']",male,1,1,1
Keany ,[3],"['Keany Square,']",male,1,1,1
Kearsarge ,[1],"['Kearsarge Avenue,']",male,1,1,1
Keegan St.,[1],['Keegan St.'],male,1,1,1
Keenan ,[4],"['Keenan Road,']",male,1,1,1
Keith ,[0],"['Keith Street,']",male,1,1,1
Kelton ,[4],"['Kelton Street,']",male,1,1,1
Kemp ,[3],"['Kemp Street,']",male,1,1,1
Kempton ,[1],"['Kempton Street,']",male,1,1,1
Kenberma ,[2],"['Kenberma Road,']",male,1,1,1
Kenilworth ,[1],"['Kenilworth Street,']",male,1,1,1
Kenmare ,[2],"['Kenmare Road,']",male,1,1,1
Kennebec ,[0],"['Kennebec Street,']",male,1,1,1
Kenneth ,[0],"['Kenneth Street,']",male,1,1,1
Kenney ,[1],"['Kenney Street,']",male,1,1,1
Kenrick ,[4],"['Kenrick Street,']",male,1,1,1
Kenton ,[1],"['Kenton Road,']",male,1,1,1
Kenwood ,[2],"['Kenwood Street,']",male,1,1,1
Kerr ,[1],"['Kerr Place,']",male,1,1,1
Kerwin ,[2],"['Kerwin Street,']",male,1,1,1
Keswick ,[1],"['Keswick Street,']",male,1,1,1
Kevin ,[2],"['Kevin Road,']",male,1,1,1
Keyes  ,[1],"['Keyes Street Place,']",male,1,1,1
Keystone ,[0],"['Keystone Street,']",male,1,1,1
Kiernan ,[0],"['Kiernan Road,']",male,1,1,1
Kimball ,[2],"['Kimball Street,']",male,1,1,1
Kingsland ,[0],"['Kingsland Road,']",male,1,1,1
Kingsley ,[4],"['Kingsley Street,']",male,1,1,1
Kingston ,[3],"['Kingston Street,']",male,1,1,1
Kirk ,[0],"['Kirk Street,']",male,1,1,1
Kirkwood ,[4],"['Kirkwood Road,']",male,1,1,1
Kneeland ,[3],"['Kneeland Street,']",male,1,1,1
Knight ,[0],"['Knight Street,']",male,1,1,1
Knowles ,[4],"['Knowles Street,']",male,1,1,1
Knowlton ,[3],"['Knowlton Street,']",male,1,1,1
Knox ,[3],"['Knox Street,']",male,1,1,1
Kosciuszko Circle,[2],"['Kosciuszko Circle,']",male,1,1,1
Kovey Court,[0],"['Kovey Court,']",male,1,1,1
Laban Pratt ,[2],"['Laban Pratt Road,']",male,1,1,1
Lafield ,[2],"['Lafield Street,']",male,1,1,1
Lake ,[4],"['Lake Street,']",male,1,1,1
Lake Shore ,[4],"['Lake Shore Road,']",male,1,1,1
Lake Shore Court,[4],"['Lake Shore Court,']",male,1,1,1
Lake Shore Terrace,[4],"['Lake Shore Terrace,']",male,1,1,1
Lamartine Terrace,[1],"['Lamartine Terrace,']",male,1,1,1
Lamson ,[3],"['Lamson Street,']",male,1,1,1
Lamson Court,[3],"['Lamson Court,']",male,1,1,1
Lancaster ,[3],"['Lancaster Street,']",male,1,1,1
Landing ,[3],"['Landing Street,']",male,1,1,1
Landor ,[0],"['Landor Road,']",male,1,1,1
Landseer ,[0],"['Landseer Street,']",male,1,1,1
Landseer Terrace,[0],"['Landseer Terrace,']",male,1,1,1
Lanesville Terrace,[0],"['Lanesville Terrace,']",male,1,1,1
Lansdowne ,[1],"['Lansdowne Street,']",male,1,1,1
Larchmont ,[2],"['Larchmont Street,']",male,1,1,1
Laredo ,[1],"['Laredo Street,']",male,1,1,1
Larkhill ,[0],"['Larkhill Road,']",male,1,1,1
Lasell ,[0],"['Lasell Street,']",male,1,1,1
Lathrop ,[3],"['Lathrop Place,']",male,1,1,1
Latin ,[0],"['Latin Road,']",male,1,1,1
Lauriat ,[2],"['Lauriat Street,']",male,1,1,1
Laval ,[0],"['Laval Street,']",male,1,1,1
Lawley ,[2],"['Lawley Street,']",male,1,1,1
Lawnwood ,[3],"['Lawnwood Place,']",male,1,1,1
Lawrence  ,[1],"['Lawrence  Avenue,']",male,1,1,1
Lawrence  Court,[3],"['Lawrence  Court,']",male,1,1,1
Lawson ,[3],"['Lawson Place,']",male,1,1,1
Lawton ,[0],"['Lawton Street,']",male,1,1,1
Lawton Terrace,[0],"['Lawton Terrace,']",male,1,1,1
Leamington ,[4],"['Leamington Road,']",male,1,1,1
Lebanon ,[2],"['Lebanon Street,']",male,1,1,1
Ledge Hill ,[0],"['Ledge Hill Road,']",male,1,1,1
Ledge Way,[0],['Ledge Way'],male,1,1,1
Ledgedale ,[0],"['Ledgedale Road,']",male,1,1,1
Ledgemere ,[4],"['Ledgemere Road,']",male,1,1,1
Ledgewood ,[0],"['Ledgewood Road,']",male,1,1,1
Lee ,[1],"['Lee Street,']",male,1,1,1
Lee Hill ,[0],"['Lee Hill Road,']",male,1,1,1
Leeds ,[3],"['Leeds Street,']",male,1,1,1
Leedsville ,[2],"['Leedsville Street,']",male,1,1,1
Legends Way,[3],"['Legends Way,']",male,1,1,1
Legion ,[0],"['Legion Place,']",male,1,1,1
Leicester ,[4],"['Leicester Street,']",male,1,1,1
Leighton ,[0],"['Leighton Road,']",male,1,1,1
Leman ,[3],"['Leman Place,']",male,1,1,1
Lennoco ,[1],"['Lennoco Road,']",male,1,1,1
Lennon Court,[3],"['Lennon Court,']",male,1,1,1
Lenox ,[1],"['Lenox Street,']",male,1,1,1
Lenoxdale ,[2],"['Lenoxdale Avenue,']",male,1,1,1
Leo M. Birmingham Parkway,[4],"['Leo M. Birmingham Parkway,']",male,1,1,1
Leonard Court,[2],"['Leonard Court,']",male,1,1,1
Leroy ,[2],"['Leroy Street,']",male,1,1,1
Leston ,[0],"['Leston Street,']",male,1,1,1
Levant ,[2],"['Levant Street,']",male,1,1,1
Leverett Circle,[3],"['Leverett Circle,']",male,1,1,1
Lewis Wharf,[3],['Lewis Wharf'],male,1,1,1
Lewiston ,[0],"['Lewiston Street,']",male,1,1,1
Leyden ,[3],"['Leyden Street,']",male,1,1,1
Leyland ,[2],"['Leyland Street,']",male,1,1,1
Lieutenant Pamela Donovan ,[4],"['Lieutenant Pamela Donovan Road,']",male,1,1,1
Life ,[4],"['Life Street,']",male,1,1,1
Lincoln Triangle,[3],['Lincoln Triangle'],male,1,1,1
Lindall Court,[3],"['Lindall Court,']",male,1,1,1
Linden Court,[2],"['Linden Court,']",male,1,1,1
Liszt ,[0],"['Liszt Street,']",male,1,1,1
Litchfield ,[4],"['Litchfield Street,']",male,1,1,1
Litchfield Court,[3],"['Litchfield Court,']",male,1,1,1
Littledale ,[0],"['Littledale Street,']",male,1,1,1
Liverpool ,[3],"['Liverpool Street,']",male,1,1,1
Livingstone ,[2],"['Livingstone Street,']",male,1,1,1
Lochdale ,[0],"['Lochdale Road,']",male,1,1,1
Lochland ,[0],"['Lochland Road,']",male,1,1,1
Lochstead ,[1],"['Lochstead Avenue,']",male,1,1,1
Locke ,[3],"['Locke Place,']",male,1,1,1
Lockwood ,[0],"['Lockwood Street,']",male,1,1,1
Logan ,[1],"['Logan Street,']",male,1,1,1
Lomasney Way,[3],['Lomasney Way'],male,1,1,1
Long ,[4],"['Long Avenue,']",male,1,1,1
Long Terrace,[0],"['Long Terrace,']",male,1,1,1
Lonsdale ,[2],"['Lonsdale Street,']",male,1,1,1
Lorenzo ,[2],"['Lorenzo Street,']",male,1,1,1
Lorne ,[2],"['Lorne Street,']",male,1,1,1
Lothian ,[4],"['Lothian Road,']",male,1,1,1
Lothrop ,[4],"['Lothrop Street,']",male,1,1,1
Louis D. Brown Way,[2],['Louis D. Brown Way'],male,1,1,1
Louis Prang ,[1],"['Louis Prang Street,']",male,1,1,1
Louis Terrace,[2],"['Louis Terrace,']",male,1,1,1
Lovejoy Wharf,[3],"['Lovejoy Wharf,']",male,1,1,1
Lovell ,[3],"['Lovell Street,']",male,1,1,1
Lovis ,[3],"['Lovis Street,']",male,1,1,1
Lowell Court,[3],"['Lowell Court,']",male,1,1,1
Lowland ,[3],"['Lowland Place,']",male,1,1,1
Lowney Way,[3],"['Lowney Way,']",male,1,1,1
Ludlow ,[3],"['Ludlow Street,']",male,1,1,1
Lyall ,[0],"['Lyall Street,']",male,1,1,1
Lyall Terrace,[0],"['Lyall Terrace,']",male,1,1,1
Lyford ,[2],"['Lyford Street,']",male,1,1,1
Lyndhurst ,[2],"['Lyndhurst Street,']",male,1,1,1
Lyon ,[2],"['Lyon Street,']",male,1,1,1
MacDonald ,[0],"['MacDonald Street,']",male,1,1,1
Mackin ,[4],"['Mackin Street,']",male,1,1,1
Maffa Way,[3],['Maffa Way'],male,1,1,1
Mahoney ,[3],"['Mahoney Square,']",male,1,1,1
Maitland ,[1],"['Maitland Street,']",male,1,1,1
Major Michael J. O'Connor Way,[3],"[""Major Michael J. O'Connor Way""]",male,1,1,1
Malbert ,[4],"['Malbert Road,']",male,1,1,1
Malcolm ,[1],"['Malcolm Road,']",male,1,1,1
Malcolm X ,[1],"['Malcolm X Boulevard,']",male,1,1,1
Malden ,[1],"['Malden Street,']",male,1,1,1
Mallard ,[2],"['Mallard Avenue,']",male,1,1,1
Mallet ,[2],"['Mallet Street,']",male,1,1,1
Malvern ,[4],"['Malvern Street,']",male,1,1,1
Manchester ,[0],"['Manchester Street,']",male,1,1,1
Manley ,[2],"['Manley Street,']",male,1,1,1
Mann ,[0],"['Mann Street,']",male,1,1,1
Manning ,[0],"['Manning Street,']",male,1,1,1
Manor ,[2],"['Manor Street,']",male,1,1,1
Mansfield ,[4],"['Mansfield Street,']",male,1,1,1
Mansur ,[0],"['Mansur Street,']",male,1,1,1
Manton Terrace,[4],"['Manton Terrace,']",male,1,1,1
Maplewood ,[0],"['Maplewood Street,']",male,1,1,1
March ,[0],"['March Avenue,']",male,1,1,1
March Terrace,[0],"['March Terrace,']",male,1,1,1
March Way,[0],['March Way'],male,1,1,1
Marden ,[2],"['Marden Avenue,']",male,1,1,1
Mark ,[1],"['Mark Street,']",male,1,1,1
Marksdale ,[1],"['Marksdale Street,']",male,1,1,1
Marlin ,[0],"['Marlin Road,']",male,1,1,1
Marlin Way,[2],['Marlin Way'],male,1,1,1
Marlowe ,[2],"['Marlowe Street,']",male,1,1,1
Marmion ,[1],"['Marmion Street,']",male,1,1,1
Marsh ,[2],"['Marsh Street,']",male,1,1,1
Marsh Lane,[3],"['Marsh Lane,']",male,1,1,1
Marshall Block,[3],"['Marshall Block,']",male,1,1,1
Marshfield ,[1],"['Marshfield Street,']",male,1,1,1
Marston ,[0],"['Marston Street,']",male,1,1,1
Martin ,[0],"['Martin Street,']",male,1,1,1
Martin Luther ,[0],"['Martin Luther Road,']",male,1,1,1
Martin Luther King Jr. ,[1],"['Martin Luther King Jr. Boulevard,']",male,1,1,1
Martinwood ,[1],"['Martinwood Road,']",male,1,1,1
Marvin ,[1],"['Marvin Street,']",male,1,1,1
Mascot ,[2],"['Mascot Street,']",male,1,1,1
Mason Court,[3],"['Mason Court,']",male,1,1,1
Mather ,[2],"['Mather Street,']",male,1,1,1
Mather Court,[2],"['Mather Court,']",male,1,1,1
Mattakeeset ,[0],"['Mattakeeset Street,']",male,1,1,1
Matthew ,[2],"['Matthew Street,']",male,1,1,1
Matthews ,[3],"['Matthews Street,']",male,1,1,1
Maurice J. Tobin Bridge,[3],"['Maurice J. Tobin Bridge,']",male,1,1,1
Maxfield ,[0],"['Maxfield Street,']",male,1,1,1
Maxwell ,[2],"['Maxwell Street,']",male,1,1,1
Mayfair ,[1],"['Mayfair Street,']",male,1,1,1
Mayfield ,[2],"['Mayfield Street,']",male,1,1,1
Mayhew ,[2],"['Mayhew Street,']",male,1,1,1
Maynard ,[0],"['Maynard Street,']",male,1,1,1
Maywood ,[1],"['Maywood Street,']",male,1,1,1
Maywood Park,[1],['Maywood Park'],male,1,1,1
Maywood Terrace,[1],"['Maywood Terrace,']",male,1,1,1
McCormick ,[3],"['McCormick Square,']",male,1,1,1
McDonald ,[4],"['McDonald Avenue,']",male,1,1,1
McKay ,[3],"['McKay Place,']",male,1,1,1
McKinley ,[3],"['McKinley Square,']",male,1,1,1
McLellan ,[1],"['McLellan Street,']",male,1,1,1
Meacham ,[0],"['Meacham Street,']",male,1,1,1
Mead  Court,[3],"['Mead Street Court,']",male,1,1,1
Meadowbank ,[0],"['Meadowbank Avenue,']",male,1,1,1
Meadowview ,[0],"['Meadowview Road,']",male,1,1,1
Mechanic ,[3],"['Mechanic Street,']",male,1,1,1
Medallion ,[3],"['Medallion Avenue,']",male,1,1,1
Medfield ,[1],"['Medfield Street,']",male,1,1,1
Medway ,[2],"['Medway Street,']",male,1,1,1
Melbourne ,[2],"['Melbourne Street,']",male,1,1,1
Melcher ,[3],"['Melcher Street,']",male,1,1,1
Mellen ,[2],"['Mellen Street,']",male,1,1,1
Melton ,[4],"['Melton Road,']",male,1,1,1
Melville ,[2],"['Melville Avenue,']",male,1,1,1
Melville Lane,[2],"['Melville Lane,']",male,1,1,1
Melvinside Terrace,[2],"['Melvinside Terrace,']",male,1,1,1
Mendell Way,[1],['Mendell Way'],male,1,1,1
Mercier ,[2],"['Mercier Avenue,']",male,1,1,1
Merlin ,[2],"['Merlin Street,']",male,1,1,1
Merrill ,[1],"['Merrill Street,']",male,1,1,1
Merrimac ,[3],"['Merrimac Street,']",male,1,1,1
Merritt ,[1],"['Merritt Street,']",male,1,1,1
Merton ,[1],"['Merton Place,']",male,1,1,1
Meshaka ,[0],"['Meshaka Street,']",male,1,1,1
Metropolitan Circle,[0],"['Metropolitan Circle,']",male,1,1,1
Meyer ,[0],"['Meyer Street,']",male,1,1,1
Meyer Court,[0],"['Meyer Court,']",male,1,1,1
Michael ,[4],"['Michael Road,']",male,1,1,1
Michaelangelo ,[3],"['Michaelangelo Street,']",male,1,1,1
Michigan ,[1],"['Michigan Avenue,']",male,1,1,1
Middlesex ,[3],"['Middlesex Street,']",male,1,1,1
Middleton ,[2],"['Middleton Street,']",male,1,1,1
Midland ,[2],"['Midland Street,']",male,1,1,1
Midvale ,[0],"['Midvale Road,']",male,1,1,1
Miles ,[1],"['Miles Street,']",male,1,1,1
Milford ,[1],"['Milford Street,']",male,1,1,1
Mill ,[2],"['Mill Street,']",male,1,1,1
Millburn ,[1],"['Millburn Place,']",male,1,1,1
Millmont ,[1],"['Millmont Street,']",male,1,1,1
Mills ,[1],"['Mills Street,']",male,1,1,1
Milton Terrace,[0],"['Milton Terrace,']",male,1,1,1
Milwood ,[2],"['Milwood Street,']",male,1,1,1
Miner ,[1],"['Miner Street,']",male,1,1,1
Minton ,[1],"['Minton Street,']",male,1,1,1
Mishawum ,[3],"['Mishawum Street,']",male,1,1,1
Mission ,[1],"['Mission Street,']",male,1,1,1
Mission Park Drive,[1],"['Mission Park Drive,']",male,1,1,1
Mitchell ,[3],"['Mitchell Street,']",male,1,1,1
Monsignor Albert A. Jacobbe ,[3],"['Monsignor Albert A. Jacobbe Road,']",male,1,1,1
Monsignor Dennis F. O'Callaghan Way,[3],"[""Monsignor Dennis F. O'Callaghan Way""]",male,1,1,1
Monsignor John J. O'Donnell ,[2],"[""Monsignor John J. O'Donnell Square,""]",male,1,1,1
Monsignor Patrick J. Lydon Way,[2],['Monsignor Patrick J. Lydon Way'],male,1,1,1
Monsignor Reynolds Court,[1],"['Monsignor Reynolds Court,']",male,1,1,1
Monsignor Reynolds Way,[1],['Monsignor Reynolds Way'],male,1,1,1
Monsignor William J. Casey ,[1],"['Monsignor William J. Casey Highway,']",male,1,1,1
Monson ,[0],"['Monson Street,']",male,1,1,1
Montague ,[2],"['Montague Street,']",male,1,1,1
Montcalm ,[4],"['Montcalm Avenue,']",male,1,1,1
Montebello ,[1],"['Montebello Road,']",male,1,1,1
Montello ,[2],"['Montello Street,']",male,1,1,1
Montgomery Park,[3],['Montgomery Park'],male,1,1,1
Montmorenci ,[3],"['Montmorenci Avenue,']",male,1,1,1
Montvale ,[0],"['Montvale Street,']",male,1,1,1
Montview ,[0],"['Montview Street,']",male,1,1,1
Moody ,[2],"['Moody Street,']",male,1,1,1
Moreland ,[1],"['Moreland Street,']",male,1,1,1
Morey ,[0],"['Morey Road,']",male,1,1,1
Morley ,[1],"['Morley Street,']",male,1,1,1
Morrell ,[0],"['Morrell Street,']",male,1,1,1
Morrill ,[2],"['Morrill Street,']",male,1,1,1
Morris ,[3],"['Morris Street,']",male,1,1,1
Morrison ,[0],"['Morrison Street,']",male,1,1,1
Morrow ,[4],"['Morrow Road,']",male,1,1,1
Morse ,[1],"['Morse Street,']",male,1,1,1
Morton Village Drive,[0],"['Morton Village Drive,']",male,1,1,1
Moseley ,[2],"['Moseley Street,']",male,1,1,1
Moss Hill ,[1],"['Moss Hill Road,']",male,1,1,1
Mossdale ,[1],"['Mossdale Road,']",male,1,1,1
Moulton ,[3],"['Moulton Street,']",male,1,1,1
Moulton Way,[3],['Moulton Way'],male,1,1,1
Moultrie ,[2],"['Moultrie Street,']",male,1,1,1
Moville ,[0],"['Moville Street,']",male,1,1,1
Mozart ,[1],"['Mozart Street,']",male,1,1,1
Mt. Ash ,[0],"['Mt. Ash Road,']",male,1,1,1
Mt. Calvary ,[0],"['Mt. Calvary Road,']",male,1,1,1
Munroe ,[1],"['Munroe Street,']",male,1,1,1
Munson ,[1],"['Munson Street,']",male,1,1,1
Murdock ,[4],"['Murdock Street,']",male,1,1,1
Murdock Terrace,[4],"['Murdock Terrace,']",male,1,1,1
Murphy Court,[3],"['Murphy Court,']",male,1,1,1
Murray ,[1],"['Murray Avenue,']",male,1,1,1
Murray Court,[3],"['Murray Court,']",male,1,1,1
Murray Hill ,[0],"['Murray Hill Road,']",male,1,1,1
Myles Standish ,[0],"['Myles Standish Road,']",male,1,1,1
Myrick ,[4],"['Myrick Street,']",male,1,1,1
Nashua ,[3],"['Nashua Street,']",male,1,1,1
Nason ,[3],"['Nason Place,']",male,1,1,1
National ,[3],"['National Street,']",male,1,1,1
Nay ,[3],"['Nay Street,']",male,1,1,1
Neal Court,[3],"['Neal Court,']",male,1,1,1
Necco ,[3],"['Necco Street,']",male,1,1,1
Necco Court,[3],"['Necco Court,']",male,1,1,1
Needham ,[0],"['Needham Road,']",male,1,1,1
Nelson ,[2],"['Nelson Street,']",male,1,1,1
Neptune ,[3],"['Neptune Road,']",male,1,1,1
Neptune Circle,[3],"['Neptune Circle,']",male,1,1,1
Nevins ,[4],"['Nevins Street,']",male,1,1,1
New ,[3],"['New Street,']",male,1,1,1
New Bedford ,[0],"['New Bedford Street,']",male,1,1,1
New Chardon ,[3],"['New Chardon Street,']",male,1,1,1
New Cypher ,[3],"['New Cypher Street,']",male,1,1,1
New England ,[2],"['New England Avenue,']",male,1,1,1
New Haven ,[0],"['New Haven Street,']",male,1,1,1
New Whitney ,[1],"['New Whitney Street,']",male,1,1,1
Newbern ,[1],"['Newbern Street,']",male,1,1,1
Newcomb ,[1],"['Newcomb Street,']",male,1,1,1
Newfield ,[0],"['Newfield Street,']",male,1,1,1
Newkirk ,[2],"['Newkirk Street,']",male,1,1,1
Newman ,[1],"['Newman Place,']",male,1,1,1
Newmarket ,[1],"['Newmarket Square,']",male,1,1,1
Newton ,[4],"['Newton Street,']",male,1,1,1
Nikisch ,[0],"['Nikisch Avenue,']",male,1,1,1
Niles ,[4],"['Niles Street,']",male,1,1,1
Nims ,[3],"['Nims Square,']",male,1,1,1
Nixon ,[2],"['Nixon Street,']",male,1,1,1
Noah ,[0],"['Noah Street,']",male,1,1,1
Noble Court,[3],"['Noble Court,']",male,1,1,1
